Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
"8.763.811.565.268.230,00","63.470.083.728.653.400,00","695.377.053.618.745,00",2.45,"341.092.442.561.318,00","17.342.391.383.592.000,00","683 Anderson Ville Apt. 700
South Anthonychester, MP 06243-7109"
"6.917.970.040.901.890,00","5.424.773.687.697.710,00","60.834.796.697.480.400,00",3.25,"3.632.369.445.058.070,00","11.935.195.083.805.900,00","47625 Rogers Extension
Port Lori, KY 17029"
"7.754.089.419.180.780,00","30.047.168.362.430.100,00","6.530.857.667.156.660,00","43.863,00","216.715.141.408.259,00","5.557.556.567.947.510,00","4243 King Mission
West Brittanyberg, AR 95531-5761"
"6.761.249.203.432.500,00","53.528.088.258.521.200,00","7.474.352.636.382.000,00","43.956,00","4.027.236.564.516.850,00","12.446.315.193.582.500,00","08651 Ryan Corner Apt. 064
Christinemouth, WV 60090-0736"
"7.318.067.337.095.080,00","6.241.898.806.341.750,00","9.118.588.644.285.940,00",3.33,"43.144.714.927.525.400,00","17.680.363.340.765.300,00","046 Amy Port
Richardstad, KY 97701-1075"
"7.578.634.924.381.210,00","5.174.373.334.830.790,00","5.922.408.509.220.770,00","43.833,00","3.635.235.133.038.640,00","10.474.525.080.813.500,00","610 Shaffer Forge
Davidfort, DC 99315"
"6.829.430.752.745.940,00","57.068.698.861.121.900,00","6.457.792.318.484.750,00","43.954,00","2.177.067.355.914.430,00","10.383.300.389.589.400,00","06121 Fry Parkways
Benjaminberg, WA 46574-5753"
"5.768.452.668.641.190,00","64.021.334.133.521.300,00","60.532.404.078.611.000,00",2.16,"31.033.023.111.171,00","895.600.423.741.341,00","222 Roberts Motorway Apt. 389
Port Douglasville, MA 82521"
"717.018.418.033.878,00","5.897.954.336.335.150,00","7.517.091.388.606.690,00","44.141,00","27.610.387.634.852.000,00","13.520.182.535.033.700,00","4240 Mary Island
East Stephanieshire, KS 49465"
"6.825.916.033.950.080,00","71.440.781.662.446.400,00","8.092.215.308.699.100,00","44.138,00","1.786.131.731.299.980,00","11.280.451.047.880.300,00","106 Danny Expressway Apt. 292
Pamelahaven, WA 77184"
"7.097.224.050.888.180,00","4.758.437.898.969.420,00","8.050.487.087.090.950,00","43.894,00","45.696.874.726.298.900,00","12.685.708.085.187.600,00","897 Jackson Hills
Lake Jeremy, WY 98979"
"7.130.790.298.722.470,00","5.335.214.507.639.080,00","75.082.715.847.820.700,00",3.42,"27.619.163.088.797.400,00","10.615.177.094.538.800,00","14469 Thomas Garden
Rileyton, VA 94449-1369"
"8.762.694.347.526.760,00","6.588.613.479.545.710,00","7.608.873.041.284.720,00",3.15,"3.665.446.346.483.860,00","1.724.733.024.817.470,00","204 Wells Shoal Apt. 266
Port Patrick, MT 54828-4218"
"6.665.160.029.829.690,00","8.042.661.057.130.400,00","7.145.904.971.506.620,00",5.46,"4.616.570.062.641.170,00","16.609.751.714.736.600,00","554 Shane Street
Nicholasmouth, MN 99068"
"6.860.004.160.479.330,00","7.892.039.098.781.520,00","8.069.702.210.761.870,00","44.077,00","39.091.218.233.614.200,00","1.797.621.220.436.090,00","641 Carl Harbors
Combsshire, HI 97635-3715"
"6.784.604.865.589.230,00","5.379.704.851.252.900,00","6.103.863.334.858.240,00",4.15,"2.744.209.615.759.830,00","8.795.111.964.474.780,00","070 Sanchez Knoll Suite 569
Saraville, MP 39758"
"6.334.518.738.409.820,00","756.413.962.357.826,00","72.820.440.287.330.000,00",3.13,"4.146.194.692.705.230,00","156.515.154.520.208,00","9816 Patrick Loaf Suite 240
Powellport, DE 53169-9848"
"6.626.219.252.523.730,00","6.292.294.205.540.610,00","4.923.681.152.276.590,00",4.23,"450.552.400.999.024,00","11.991.284.035.644.600,00","372 Stephanie Port Apt. 695
Johnsonland, WY 50037"
"7.365.910.345.296.390,00","4.662.016.526.534.390,00","508.021.516.884.955,00",4.47,"3.957.538.908.539.880,00","6.517.879.705.180.050,00","0409 David Trail Suite 072
South Daleton, DE 07146-8575"
"6.090.445.073.045.330,00","403.577.660.340.173,00","6.476.941.994.129.880,00",2.45,"33.078.149.959.904.900,00","5.863.815.473.253.070,00","9538 Brown Shores Suite 555
Leeview, PW 44296"
"63.543.588.048.641.000,00","6.406.734.259.485.490,00","55.670.484.678.827.200,00",3.45,"44.541.646.051.674.400,00","1.151.741.154.590.950,00","4004 Susan Trail Suite 396
Georgeville, HI 96392-1963"
"6.758.284.413.690.660,00","5.639.891.799.291.420,00","8.013.745.403.480.500,00","43.924,00","41.529.695.404.715.300,00","12.790.516.694.156.600,00","62419 Justin Squares
South Olivia, WY 14271"
"54.841.764.586.819.200,00","5.254.916.680.351.970,00","5.663.657.859.743.710,00",2.15,"31.196.478.012.785.500,00","585.531.238.099.097,00","09292 Christina Station
Eddieville, CO 87564"
"6.965.736.279.068.020,00","6.352.332.250.562.590,00","5.368.804.360.142.360,00","44.046,00","29.973.093.564.753.200,00","8.842.272.098.749.410,00","44132 Brittany Forks Suite 881
Davisview, IA 04334-2466"
"6.636.975.098.183.090,00","4.268.976.229.798.600,00","73.990.664.887.847.400,00",6.41,"18.683.535.055.092.500,00","7.966.661.224.321.830,00","9057 Davis Crest
Bradhaven, MD 58632"
"6.878.585.473.646.590,00","6.150.061.464.299.350,00","9.507.527.474.003.180,00","44.139,00","4.063.494.902.110.480,00","16.248.421.237.797.800,00","323 Alexandria Crescent
Lake Brittanyside, ND 52937-5753"
"61.306.118.125.880.900,00","8.472.279.817.795.170,00","6.181.664.333.611.370,00","43.953,00","3.725.271.999.989.300,00","15.599.971.510.714.700,00","Unit 4748 Box 5648
DPO AE 48373-6897"
"54.850.741.772.743.600,00","4.615.917.911.025.650,00","5.548.139.816.181.600,00","43.864,00","38.390.671.488.455.800,00","6.155.068.010.811.900,00","027 Laura Lakes
Ronaldmouth, VT 77732"
"7.179.585.832.907.000,00","5.602.506.112.041.670,00","7.997.290.565.269.060,00",6.45,"4.977.319.509.195.990,00","15.334.927.965.596.500,00","PSC 6407, Box 2302
APO AE 38092-8628"
"6.967.659.651.466.620,00","5.477.064.875.213.480,00","5.893.543.734.231.530,00",3.14,"3.172.736.438.329.270,00","12.399.400.421.668.000,00","01220 Bright Glens
Hullchester, IA 10006-1954"
"5.581.556.872.386.790,00","7.151.591.185.042.880,00","6.002.938.215.194.690,00",2.35,"4.296.176.419.705.310,00","13.084.652.400.430.000,00","734 Lindsey Mountains Apt. 814
Jamesmouth, NV 59284"
"713.325.530.261.133,00","6.262.355.266.598.600,00","4.565.155.297.878.950,00","43.925,00","49.628.414.708.432.500,00","14.308.134.128.906.200,00","21383 Maurice Cove Suite 556
North Timothy, NJ 34831"
"6.195.117.043.520.190,00","60.651.836.711.903.200,00","7.438.633.339.680.420,00",5.43,"3.152.127.570.993.930,00","9.434.042.390.412.580,00","471 Robert Path Apt. 386
South Sherrymouth, OR 35057-8177"
"578.556.913.556.536,00","518.438.251.290.738,00","65.683.659.282.107.800,00","43.986,00","40.581.759.316.414.200,00","9.384.207.845.610.040,00","29482 Livingston Haven
West Vincentton, NV 95170"
"6.670.607.453.415.790,00","5.711.785.722.333.520,00","7.890.367.052.773.300,00",5.13,"3.898.104.402.857.770,00","12.063.931.814.995.200,00","1836 Robert Greens Suite 745
Lake Patrickton, ID 77882"
"54.890.103.297.334.900,00","5.289.803.666.644.240,00","5.532.091.954.777.570,00","43.892,00","32.642.037.437.205.100,00","48.139.164.332.196.700,00","32580 Frank Mountain Apt. 664
Jacksonview, HI 21027"
"61.666.499.426.085.000,00","6.089.201.694.995.610,00","8.138.369.526.379.550,00",3.17,"24.865.985.052.801.700,00","11.446.418.194.544.400,00","PSC 2318, Box 9657
APO AP 52492"
"754.354.242.464.136,00","5.589.262.464.532.040,00","6.890.146.149.477.800,00",3.46,"2.263.748.513.636.610,00","10.286.364.228.705.100,00","59369 Costa Lake
Jessicahaven, NC 29366-7992"
"6.168.299.948.209.920,00","5.973.472.602.815.420,00","628.861.141.774.087,00",4.38,"2.967.403.236.466.940,00","856.931.528.435.322,00","PSC 6540, Box 3546
APO AP 12105-8095"
"6.821.128.951.492.180,00","7.933.583.556.861.400,00","69.701.271.790.462.800,00",4.28,"4.080.898.878.367.950,00","17.425.660.060.480.100,00","USCGC Le
FPO AE 81056"
"7.528.244.801.220.150,00","7.149.076.222.266.710,00","7.484.608.382.778.580,00",5.36,"28.385.502.531.882.300,00","16.171.149.439.703.700,00","1879 Hudson Causeway Apt. 611
New Lisa, NV 26238-9184"
"6.714.375.045.404.140,00","5.795.685.418.138.190,00","7.877.533.794.064.610,00","43.985,00","3.271.566.073.852.650,00","136.402.916.836.528,00","2958 Melissa Walks Apt. 547
Greenemouth, AS 15519"
"6.897.410.287.044.390,00","7.820.094.644.479.660,00","6.807.937.553.680.110,00",3.13,"31.832.992.620.286.900,00","17.025.260.563.464.800,00","470 Lewis Row
New Daniel, FL 33180-5951"
"6.984.523.818.676.020,00","5.591.788.254.229.890,00","773.660.601.876.359,00","43.836,00","3.701.402.103.852.550,00","13.751.053.459.220.500,00","8465 Spencer Glens Suite 995
West Kathyland, AZ 24574"
"7.447.554.480.684.510,00","61.919.893.416.672.500,00","78.838.404.109.137.800,00",5.23,"21.149.007.248.334.700,00","11.747.791.577.615.500,00","58124 Meyer Islands
Kimberlystad, GU 85766"
"7.021.969.037.020.470,00","5.707.247.242.254.160,00","760.949.936.079.191,00","43.835,00","28.553.815.483.090.300,00","11.267.784.143.052.900,00","57732 Gross Stravenue Suite 034
Kendraberg, GU 50980-7330"
"64.455.779.102.362.400,00","6.152.455.871.210.080,00","7.425.795.787.843.700,00",6.14,"29.066.217.805.677.400,00","10.957.276.725.883.600,00","Unit 3025 Box 1270
DPO AP 46231-3142"
"4.294.013.893.924.210,00","4.238.065.601.803.660,00","7.812.724.696.454.190,00",6.36,"4.570.911.709.038.720,00","6.804.187.240.122.690,00","2989 Ronald Haven Suite 350
Andersonport, MA 12950-2330"
"6.649.083.326.926.130,00","6.539.361.589.794.570,00","79.511.565.369.174,00",5.46,"3.365.009.383.688.290,00","15.067.987.549.083.100,00","443 Miller Road
Courtneyside, IL 83769"
"64.261.828.557.026.700,00","5.695.521.989.980.190,00","66.128.303.392.464.700,00",2.22,"4.119.054.636.639.400,00","11.859.356.413.659.600,00","304 John Passage Suite 487
Port Johnport, AL 35566-3080"
"8.520.742.505.484.930,00","7.031.501.319.820.670,00","7.345.307.870.554.340,00",5.31,"40.946.070.845.634.700,00","20.241.214.614.732.300,00","0562 Sullivan Isle
East Edwardside, IA 49505"
"7.626.809.273.870.150,00","6.377.042.816.523.140,00","900.204.487.922.386,00","43.836,00","2.597.889.523.115.850,00","15.628.426.380.946.600,00","80188 Nelson Islands
Port Nathanberg, CA 12739"
"6.991.844.185.504.260,00","6.931.829.954.021.990,00","831.098.646.322.819,00",4.13,"54.346.752.338.161.900,00","18.510.654.968.777.600,00","83782 Estes Fords Suite 995
Morrisonview, GA 93273"
"511.448.509.024.324,00","4.191.621.744.147.200,00","6.701.869.130.753.760,00","43.893,00","18.277.601.364.263.100,00","287.307.583.688.923,00","USCGC Phillips
FPO AA 52720"
"7.258.325.333.779.280,00","65.218.210.373.448.100,00","5.773.618.813.540.480,00",4.49,"21.768.321.045.524.800,00","9.682.805.181.238.230,00","03475 Hunter Viaduct Apt. 948
South Franklin, SC 33361"
"5.818.206.086.980.350,00","6.052.909.859.429.380,00","7.871.996.502.854.690,00",5.29,"17.668.951.982.222.400,00","8.800.847.004.478.720,00","Unit 7909 Box 7133
DPO AE 91428-7915"
"8.595.249.315.726.100,00","7.205.817.167.628.410,00","706.625.423.647.963,00","43.867,00","24.222.470.910.847.800,00","1.685.368.164.225.050,00","USNV Sexton
FPO AP 65688"
"798.017.573.419.712,00","6.313.971.755.960.210,00","55.197.174.379.044.100,00",2.39,"33.579.913.298.205.100,00","1.169.547.521.182.790,00","098 Julie Cliff Suite 274
Fergusonfurt, DC 47107"
"6.792.260.482.540.920,00","7.309.191.879.474.000,00","7.370.992.683.488.400,00","43.864,00","3.544.792.120.877.330,00","1.613.814.875.491.530,00","34598 Hannah Viaduct
East David, AK 29066"
"4.606.275.426.645.580,00","7.840.108.148.713.330,00","62.153.359.573.554.100,00",2.45,"28.288.332.491.739.900,00","6.759.196.815.570.830,00","76080 Howard Streets Suite 648
East Markstad, DE 32467"
"8.365.866.099.329.710,00","6.152.829.207.414.160,00","6.690.874.867.550.760,00",4.47,"4.264.786.966.470.510,00","16.886.426.785.448.300,00","92099 Johnson Forest
West Mark, KS 50530-9221"
"58.299.826.026.031.300,00","5.037.562.816.107.820,00","7.002.685.868.780.180,00","43.894,00","3.167.526.753.243.410,00","8.684.352.750.090.390,00","5061 Jennifer Ridge Apt. 415
Jamesfurt, TN 75685-1957"
"62.342.847.183.548.100,00","65.060.833.032.519.600,00","4.666.259.583.423.820,00",2.47,"3.801.037.273.874.920,00","823.941.922.058.669,00","75010 Aimee Summit Suite 517
West Angelchester, OK 46301"
"44.328.256.296.674.200,00","5.644.951.797.634.570,00","6.813.808.755.116.970,00","43.984,00","20.820.241.369.108.800,00","6.010.073.511.604.660,00","4237 Cassandra Parkways
West Rachaelfurt, FM 97165"
"7.347.093.316.196.680,00","5.722.509.282.828.620,00","6.169.214.911.001.620,00",3.47,"3.285.550.569.847.980,00","11.449.012.657.931.200,00","1691 Long Village
Christophermouth, CA 03713-2387"
"6.443.810.915.284.170,00","60.847.928.313.534.100,00","6.464.967.335.827.230,00",4.43,"405.389.612.390.412,00","1.069.827.806.639.150,00","532 Beltran Plaza
Fergusonland, GU 75166-1939"
"5.451.663.198.443.460,00","7.123.411.231.061.280,00","4.321.938.664.394.210,00",2.32,"51.298.950.399.695.900,00","9.444.910.395.552.130,00","763 Jason Causeway
Lake Michaelhaven, AL 02261-6936"
"7.418.250.577.479.280,00","54.324.023.967.406.700,00","7.224.551.565.626.550,00",3.14,"14.659.994.260.598.000,00","7.907.213.677.899.040,00","8863 Hernandez Park
Yeseniamouth, IA 07741-8905"
"4.380.029.196.776.500,00","7.364.521.954.900.020,00","6.990.744.746.311.180,00",2.17,"341.849.658.712.033,00","8.094.867.099.279.490,00","59488 Brandon Plaza
Danielmouth, DC 61389"
"5.070.315.291.580.100,00","6.096.813.146.306.930,00","7.784.817.857.005.380,00",4.49,"26.324.207.865.358.000,00","7.433.933.473.414.250,00","Unit 8400 Box 2364
DPO AE 91759"
"8.172.160.582.464.490,00","43.958.410.220.192.900,00","5.855.901.209.512.550,00",4.44,"40.454.818.945.325.100,00","1.130.293.596.703.480,00","USNV Lee
FPO AE 92072"
"7.445.544.202.761.630,00","67.183.281.812.769.400,00","6.986.395.020.095.960,00","43.955,00","6.244.997.384.770.630,00","18.670.505.361.289.800,00","3237 Lynch Dale
Abigailfort, UT 27715-1805"
"61.634.035.799.475.500,00","574.825.477.645.236,00","6.867.792.807.698.820,00",3.49,"4.685.747.026.580.250,00","10.435.486.091.084.000,00","PSC 7344, Box 4810
APO AA 07023-3790"
"4.763.419.217.587.550,00","40.057.310.835.362.800,00","6.784.131.098.589.760,00",3.25,"51.505.711.676.194.000,00","6.461.982.245.230.610,00","9320 Chen Dale Suite 981
North Sherry, VA 48163"
"8.109.323.149.851.200,00","6.603.548.758.982.480,00","6.564.980.961.717.440,00","43.923,00","3.847.312.773.303.770,00","16.564.018.371.527.600,00","9979 Timothy Vista Apt. 367
Mejiafort, AZ 10594"
"50.571.406.468.382.800,00","6.925.275.682.318.970,00","7.946.493.040.717.700,00","44.171,00","4.091.330.482.956.170,00","12.145.631.502.187.700,00","7663 Adam Fords Apt. 028
Pattersonburgh, WA 69032"
"6.979.954.988.199.930,00","3.634.897.423.213.310,00","66.411.086.640.052.500,00",4.46,"17.217.216.816.055.300,00","5.783.962.214.702.780,00","961 Veronica Port
Powellland, WA 03414-4649"
"8.095.509.233.606.700,00","6.728.471.835.002.990,00","6.511.389.510.892.270,00",3.28,"29.431.806.865.560.500,00","13.446.515.738.711.900,00","85538 Cortez Pass
West Bradley, TN 13716"
"9.931.782.314.540.030,00","5.495.860.991.149.600,00","718.272.143.989.145,00","43.896,00","50.350.352.291.575.600,00","2.219.724.161.793.010,00","87549 Garcia Path
Solomonside, ID 72003"
"5.351.024.434.608.430,00","6.033.123.439.097.020,00","5.615.798.050.279.660,00",2.45,"229.779.153.850.924,00","5.656.805.528.071.540,00","22289 Wright Park
Hollyborough, LA 55590-2912"
"777.555.397.025.914,00","5.718.540.433.687.800,00","6.891.789.698.771.350,00",4.36,"2.223.928.397.940.700,00","10.919.286.155.307.400,00","5555 Eric Mountains Suite 230
Port Cindy, SD 44847-6360"
"677.261.929.175.895,00","5.841.467.063.094.990,00","8.416.413.547.253.160,00",6.37,"3.715.873.837.338.530,00","12.297.029.483.640.600,00","680 Kelly Curve
North Donald, MN 03006-8747"
"46.135.247.863.282.200,00","5.656.343.486.063.920,00","7.303.474.997.433.380,00",3.47,"3.923.222.491.374.680,00","615.144.898.641.351,00","680 Susan Lodge Suite 323
West Brenda, WI 78280-2065"
"7.708.965.366.239.870,00","6.122.816.200.344.720,00","6.265.592.475.541.740,00",4.38,"4.674.088.671.770.910,00","146.923.720.519.252,00","4383 Melanie Parkway
Lake Michaelside, MA 32559-8622"
"888.504.760.205.459,00","4.783.567.213.819.070,00","61.591.829.595.976.900,00",2.38,"26.565.334.333.757.900,00","12.052.122.919.847.100,00","2431 Edwards Glen Apt. 132
West Angela, MH 65621-6915"
"61.828.032.560.712.600,00","7.129.286.454.527.730,00","703.545.074.603.493,00",6.24,"4.306.822.880.607.520,00","1.377.430.072.170.320,00","03619 Martin Groves Apt. 807
South Jennifershire, CT 58484"
"7.055.346.367.319.790,00","557.757.004.444.489,00","5.938.542.334.943.190,00",4.38,"4.353.829.596.993.260,00","103.738.257.710.349,00","Unit 9291 Box 1431
DPO AP 47652-4784"
"6.522.010.451.505.500,00","6.865.264.907.436.040,00","7.455.660.643.246.210,00",4.0,"22.585.236.196.049.700,00","10.738.570.687.590.700,00","089 Smith Gateway Suite 155
East Christinastad, OH 35012-9032"
"77.932.566.395.061,00","5.942.552.133.444.940,00","7.123.306.886.815.670,00",3.41,"29.085.135.788.889.400,00","14.480.812.511.719.700,00","26633 Anne Flat
Michelleville, OK 45070"
"5.434.115.380.186.990,00","37.539.068.334.542.100,00","7.157.119.845.486.320,00",4.19,"3.054.221.225.256.060,00","43.743.613.820.319.800,00","4012 Johnson Crescent
Butlermouth, PR 75377-2568"
"7.085.039.991.983.790,00","7.306.785.123.888.260,00","4.209.620.425.081.930,00",2.14,"33.845.646.949.606.300,00","9.529.122.012.461.230,00","04524 Ramirez Manors
East Kevin, RI 54143-4969"
"6.848.291.036.241.820,00","4.949.845.163.844.290,00","7.536.690.958.782.810,00",4.26,"37.366.859.804.248.600,00","1.123.991.977.280.770,00","3569 Smith Bridge Apt. 321
East Jasonmouth, NY 92817"
"670.063.622.043.569,00","5.706.389.290.533.290,00","9.295.531.206.925.390,00",6.38,"3.465.379.810.206.650,00","14.408.974.124.288.600,00","815 Mark Rapids Apt. 633
Aguirrefurt, AZ 73000"
"8.194.122.295.995.660,00","5.888.005.158.175.960,00","7.381.076.691.308.110,00",6.16,"4.176.685.755.640.790,00","1.648.201.727.904.930,00","34363 Isaac Route Apt. 747
Lake Peggy, AZ 19681-3336"
"7.171.786.935.173.170,00","71.010.539.297.386.800,00","7.620.690.943.446.190,00","44.046,00","2.752.495.593.334.140,00","1.390.990.849.092.230,00","364 Richard Shoals Suite 169
Lake Sandra, MP 05157"
"8.016.891.114.950.620,00","6.158.568.848.939.140,00","79.059.839.920.312.700,00",6.23,"24.833.298.575.147.100,00","14.064.376.853.738.800,00","1782 Tran Course Suite 370
Joeville, KY 71700"
"7.304.732.581.289.770,00","6.458.334.702.906.130,00","75.186.361.170.370.600,00","43.927,00","4.705.345.906.375.070,00","17.038.802.199.140.800,00","774 Jonathan Centers Apt. 640
Mcdonaldshire, AZ 01673-7829"
"7.618.684.721.788.080,00","74.185.534.228.662.400,00","7.470.557.508.244.500,00","43.866,00","3.082.990.595.343.380,00","15.534.593.644.835.500,00","41917 Madden Shores Apt. 497
West Davidton, OR 09611"
"50.764.673.432.888.000,00","6.292.878.824.382.220,00","7.383.725.367.011.400,00",3.13,"33.577.084.811.911.300,00","8.725.950.930.335.790,00","908 Scott Mews
Derekfurt, VI 69962"
"7.255.136.975.553.580,00","5.045.932.441.737.680,00","5.613.834.274.098.300,00",4.48,"3.974.006.393.651.000,00","10.303.249.189.220.000,00","9212 Stanley Cliff Suite 527
South Lawrence, NH 11298"
"5.998.113.398.432.260,00","6.236.576.038.465.620,00","6.852.802.030.382.860,00",2.35,"4.962.038.256.844.280,00","11.941.136.937.494.300,00","29485 Caroline Forks
New Kimberly, LA 46834"
"7.452.114.052.175.250,00","39.663.915.664.853.100,00","7.731.463.232.879.210,00",6.14,"26.251.872.171.103.700,00","9.781.036.192.464.150,00","118 Meghan Ville Suite 409
East Jacquelineberg, KY 25202"
"7.785.331.613.109.170,00","4.152.152.601.457.090,00","7.115.080.038.971.230,00","43.864,00","3.803.107.263.998.280,00","12.241.866.959.259.900,00","370 Marco Square
Port Riley, TX 23116-0116"
"7.168.409.548.729.460,00","5.229.371.954.445.480,00","7.521.449.210.760.660,00",5.17,"24.555.336.678.762.100,00","10.628.778.829.939.000,00","62237 Ellis Field Suite 398
Port Anthonyport, OH 98437-6522"
"7.622.356.125.578.330,00","63.716.272.483.840.800,00","534.221.715.799.716,00",2.42,"30.165.337.445.241.300,00","10.239.437.751.242.300,00","8456 Rodgers Burg Apt. 215
South Michelle, NM 01475"
"51.654.280.097.417.500,00","5.327.711.512.081.320,00","8.791.272.320.444.160,00","43.894,00","2.819.761.821.933.660,00","8.345.999.392.319.450,00","809 Lee Square
Andersonview, MT 28768"
"60.717.398.272.177.400,00","4.409.209.198.826.910,00","5.303.686.665.501.510,00","44.139,00","42.891.598.943.905.000,00","596.350.350.685.955,00","647 Parks Summit
Charlesfort, CT 20661"
"6.941.361.339.912.710,00","3.118.801.699.824.490,00","53.729.922.955.211.900,00",4.39,"4.372.251.676.103.990,00","5.781.424.703.379.880,00","254 Mills Meadows
Loganberg, NH 56350"
"7.852.952.767.925.680,00","7.060.887.681.950.570,00","7.634.761.678.250.540,00","43.866,00","238.971.162.723.556,00","15.780.871.391.040.900,00","2631 Ellis Walk
Samanthatown, VT 51809-6834"
"7.135.077.627.682.300,00","5.802.554.121.239.650,00","8.787.965.083.446.280,00",4.38,"29.207.160.287.746.700,00","12.850.986.907.913.600,00","1980 Kimberly Highway Apt. 890
Kimberlyburgh, VA 66286"
"702.505.687.540.925,00","640.619.169.066.046,00","8.106.738.766.248.900,00",6.16,"352.713.646.376.237,00","15.202.637.556.412.700,00","801 Sarah Common
Lake Kevin, OK 31127-1573"
"54.725.202.867.294.300,00","5.571.957.615.695.240,00","7.222.152.718.460.930,00",5.15,"26.993.357.243.311.800,00","722.115.124.273.698,00","36307 Rice Port
Port Ethanshire, OR 78905"
"6.850.832.406.170.740,00","6.535.285.879.712.200,00","7.151.596.571.238.370,00",6.23,"2.529.040.993.618.510,00","1.085.103.002.972.050,00","08796 Johnson Crest
New Ninaberg, MT 66467-2645"
"6.678.916.180.590.060,00","5.390.035.653.629.260,00","6.783.346.705.648.630,00",4.47,"3.573.532.371.072.190,00","10.370.330.386.214.200,00","8912 Erin Fort Suite 615
South Joseph, PA 68267-2295"
"6.208.747.464.302.020,00","618.250.700.276.184,00","813.509.842.119.802,00",6.13,"43.013.796.482.758.200,00","13.162.062.465.540.900,00","82610 Harper Oval
Johnsonburgh, CT 33262"
"7.734.547.237.854.100,00","5.407.514.628.593.920,00","824.317.847.671.157,00","44.138,00","2.670.691.102.886.770,00","113.706.930.717.901,00","583 Carolyn Stravenue Apt. 669
Rhodesstad, MT 65818"
"5.201.816.461.922.330,00","5.312.268.018.529.670,00","7.834.925.574.921.210,00","44.016,00","60.742.634.865.191.300,00","12.486.896.011.870.900,00","PSC 7402, Box 8240
APO AP 60226-2255"
"879.169.096.240.168,00","7.738.422.513.772.280,00","6.916.735.341.654.250,00",2.31,"32.697.878.814.456.800,00","19.396.031.309.040.100,00","364 Sheppard Shores Suite 749
Brandonton, TX 33640"
"4.471.018.346.370.040,00","5.409.128.311.105.460,00","8.951.344.400.797.240,00","43.986,00","5.658.441.380.499.560,00","10.488.006.512.755.300,00","Unit 8726 Box 6269
DPO AE 85868-3124"
"4.404.845.668.792.340,00","687.097.179.330.314,00","8.217.176.714.471.990,00",5.49,"4.094.259.400.869.640,00","10.282.751.039.295.300,00","5412 Dean Lodge Suite 621
New Lori, CA 70385"
"6.420.150.317.212.450,00","5.174.681.090.045.010,00","5.220.126.531.775.320,00",3.42,"23.252.164.588.899.400,00","6.426.464.389.558.510,00","1203 Clay Summit
East Johnmouth, NY 39418-6610"
"8.077.857.350.255.570,00","7.579.366.476.545.000,00","68.225.028.716.602.900,00",3.15,"42.462.028.411.185.400,00","18.122.091.366.168.200,00","862 Hoover Bypass
Lisahaven, DC 23286"
"5.440.707.784.962.700,00","6.402.339.097.115.490,00","7.423.947.630.561.420,00","43.893,00","36.707.941.633.054.900,00","11.399.599.327.416.200,00","USNS Gray
FPO AE 84650"
"7.059.415.766.407.140,00","6.727.455.877.374.460,00","6.844.712.273.897.290,00","43.923,00","5.560.104.893.730.760,00","16.735.381.686.839.600,00","844 Sarah Extensions Apt. 888
West Patrickport, MP 50639-9331"
"6.635.788.016.990.160,00","64.972.224.102.737.600,00","7.028.679.218.100.340,00","43.866,00","395.759.794.662.358,00","1.324.845.863.270.570,00","92849 Irwin Mission
Michaelport, NC 68493"
"6.214.169.860.532.570,00","5.060.596.059.255.680,00","6.063.680.473.400.780,00","43.834,00","3.746.383.647.584.920,00","9.167.176.046.638.160,00","342 Parrish Forest Apt. 984
South Robin, NC 17347-9952"
"8.377.454.329.686.380,00","7.703.566.148.451.470,00","9.652.003.929.163.410,00",4.23,"3.713.079.684.731.860,00","2.115.010.703.597.600,00","8392 Gross Parks
South Nina, WI 35907-1347"
"39.777.606.906.208.400,00","5.804.627.225.708.000,00","7.147.718.742.073.830,00",3.16,"3.872.542.430.316.140,00","6.960.144.677.148.870,00","5231 David Shoals
East Chaseland, MO 54930-5094"
"8.308.806.960.074.400,00","6.459.729.940.424.470,00","8.725.138.632.870.550,00",5.17,"40.564.638.813.344.200,00","20.213.107.918.598.800,00","703 Carmen Forges Apt. 910
North Thomasborough, KS 31780"
"5.258.868.364.521.330,00","526.143.225.234.203,00","50.530.658.891.736.800,00",2.49,"3.293.835.564.468.040,00","25.318.570.150.858.100,00","2838 Juan Stream
North Sarahmouth, FM 53962"
"5.781.879.941.066.570,00","6.855.622.576.491.200,00","6.051.938.963.481.710,00",4.37,"3.798.418.798.184.640,00","911.247.817.023.832,00","2097 Smith Fields
Barberville, NM 87706"
"8.146.286.286.286.420,00","61.140.435.168.789.900,00","7.065.028.291.858.230,00","43.865,00","31.484.955.107.610.300,00","15.732.888.176.012.800,00","6091 Manning Centers
Burnsmouth, MH 63616-5817"
"7.458.437.391.690.220,00","5.720.481.800.526.930,00","6.414.774.565.326.260,00",3.36,"4.637.274.504.343.560,00","14.633.834.866.829.700,00","844 Sheila Flat Suite 824
Isabellafort, MH 41980"
"6.744.513.841.020.400,00","6.980.594.587.256.190,00","74.869.037.940.445.300,00",3.24,"36.419.170.691.457.900,00","13.668.542.405.065.300,00","98327 Clark Place
Michaelburgh, NJ 88514"
"61.660.272.288.795.300,00","6.986.938.460.638.090,00","6.262.991.666.012.860,00","44.168,00","5.029.135.994.935.800,00","13.479.043.953.006.900,00","55116 David Glens
Port Breannaside, CA 74199-2499"
